FORM ID,DATE START,DATE END,LOCATION ID,LOCATION NAME,COUNTRY NAME,EMERGENCY / POST-EMERGENCY,NUMBER OF PERSONS PER USABLE HANDPUMP / WELL / SPRING,NUMBER OF PERSONS PER USABLE WATER TAP,AVERAGE # LITERS OF POTABLE WATER AVAILABLE PER PERSON PER DAY,% WATER QUALITY TESTS AT NON CHLORINATED WATER COLLECTION LOCATIONS WITH 0 CFU/100ML,% OF WATER QUALITY TESTS AT CHLORINATED COLLECTION LOCATIONS WITH FRC IN THE RANGE 0.2-2MG/L AND TURBIDITY <5NTU5,NUMBER OF PERSONS PER TOILET/LATRINE,NUMBER OF PERSONS PER BATH SHELTER/SHOWER,NUMBER OF PERSONS PER HYGIENE PROMOTER,REFUGEE POPULATION,REPORTING PERIOD - MONTHLY INDICATOR,AVERAGE # L/P/D OF POTABLE WATER COLLECTED AT HOUSEHOLD LEVEL,% HOUSEHOLDS WITH AT LEAST 10 LITERS/PERSON POTABLE WATER STORAGE CAPACITY,% HOUSEHOLDS COLLECTING DRINKING WATER FROM PROTECTED/TREATED SOURCES,% HOUSEHOLDS WITH HOUSEHOLD TOILET/LATRINE,% HOUSEHOLDS REPORTING DEFECATING IN A TOILET,% HOUSEHOLDS WITH ACCESS TO SOAP,% HOUSEHOLDS WITH ACCESS TO SOLID WASTE DISPOSAL FACILITY,REPORTING PERIOD - ANNUAL INDICATOR
1154111,1/1/2019,12/31/2019,569,Kutupalong,Bangladesh,,,,,,,,,,,,,,,,,,,
623239,1/1/2019,12/31/2019,403,Za'atri,Jordan,,,,,,,,,,,,,,,,,,,
3292561,1/1/2019,12/31/2019,365,Tongogara,Zimbabwe,,,,,,,,,,,,15,65.5,100,32,73.4,88.5,55.7,5/1/2019
4876132,9/2/2019,9/29/2019,538,Adi Harush,Ethiopia,Post-emergency,,114,11,100,100,11,37,989,17805,9/1/2019,,,,,,,,
4876127,9/2/2019,9/29/2019,539,Aysaita,Ethiopia,Post-emergency,,110,20,100,100,21,45,3347,16735,9/1/2019,,,,,,,,
4876126,9/2/2019,9/29/2019,407,Barahle,Ethiopia,Post-emergency,,76,12,100,100,15,28,1011,13147,9/1/2019,,,,,,,,
4276716,9/2/2019,9/29/2019,533,Bokolmanyo,Ethiopia,Post-emergency,,139,16,,100,54,61,716,42981,9/1/2019,,,,,,,,
4276866,9/2/2019,9/29/2019,541,Buramino,Ethiopia,Post-emergency,,116,13,,100,44,73,1625,42271,9/1/2019,,,,,,,,
4276715,9/2/2019,9/29/2019,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,11,,,45,113,,907,9/1/2019,,,,,,,,
4285819,9/2/2019,9/29/2019,527,Fugnido,Ethiopia,Post-emergency,,69,19,,100,11,37,751,40595,9/1/2019,,,,,,,,
4285818,9/2/2019,9/29/2019,497,Fugnido 2,Ethiopia,Post-emergency,,48,20,,100,11,17,440,8807,9/1/2019,,,,,,,,
4276865,9/2/2019,9/29/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,13,,100,54,24,1671,51807,9/1/2019,,,,,,,,
4876129,9/2/2019,9/29/2019,435,Hitsats,Ethiopia,Post-emergency,6787,113,10,100,100,11,11,678,13574,9/1/2019,,,,,,,,
4285804,9/2/2019,9/29/2019,494,Jewi,Ethiopia,Post-emergency,,119,16,,100,10,26,907,54445,9/1/2019,,,,,,,,
4276864,9/2/2019,9/29/2019,536,Kobe,Ethiopia,Post-emergency,,163,19,,0,21,28,804,48275,9/1/2019,,,,,,,,
4285803,9/2/2019,9/29/2019,450,Kule,Ethiopia,Post-emergency,,132,13,,100,12,26,541,42774,9/1/2019,,,,,,,,
4876131,9/2/2019,9/29/2019,534,Mai Aini,Ethiopia,Post-emergency,,89,14,100,100,8,22,892,14275,9/1/2019,,,,,,,,
4276863,9/2/2019,9/29/2019,535,Melkadida,Ethiopia,Post-emergency,,122,22,,100,17,28,579,34784,9/1/2019,,,,,,,,
4285842,9/2/2019,9/29/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,136,10,,100,15,16,576,81872,9/1/2019,,,,,,,,
4598214,9/2/2019,9/29/2019,544,Okugo,Ethiopia,Post-emergency,,86,21,,100,17,,475,10465,9/1/2019,,,,,,,,
4876130,9/2/2019,9/29/2019,529,Shimelba,Ethiopia,Post-emergency,,90,15,100,100,6,19,439,7026,9/1/2019,,,,,,,,
4285820,9/2/2019,9/29/2019,546,Tierkidi,Ethiopia,Post-emergency,,195,9,,100,16,255,1105,60785,9/1/2019,,,,,,,,
3462066,9/2/2019,9/29/2019,403,Za'atri,Jordan,Post-emergency,,4,58,100,100,3,5,2600,78000,9/1/2019,,,,,,,,
4277613,9/2/2019,9/29/2019,313,Dzaleka,Malawi,Post-emergency,1028,72,6,,,8,14,152,43414,9/1/2019,,,,,,,,
4484622,9/2/2019,9/29/2019,644,Osire,Namibia,Post-emergency,7736,,23,100,,11,,,4470,9/1/2019,,,,,,,,
4869383,9/2/2019,9/29/2019,549,Imvepi,Uganda,Post-emergency,300,154,24,64,50,4,4,581,61017,9/1/2019,,,,,,,,
4869384,9/2/2019,9/29/2019,548,Rhino Camp,Uganda,Post-emergency,229,278,25,,,7,17,777,111221,9/1/2019,,,,,,,,
4188853,9/2/2019,9/29/2019,559,Rwamwanja,Uganda,Post-emergency,900,985,12,99,8,6,226,381,69372,9/1/2019,,,,,,,,
4822667,9/2/2019,9/29/2019,4067,Mantapala,Zambia,Post-emergency,249,125,22,100,50,6,5,297,14855,9/1/2019,,,,,,,,
3523339,7/29/2019,9/1/2019,463,Auserd,Algeria,Post-emergency,,61,7,100,100,5,4,642,18638,8/1/2019,,,,,,,,
3523312,7/29/2019,9/1/2019,464,Boujdour,Algeria,Post-emergency,,,21,100,100,5,4,331,9601,8/1/2019,,,,,,,,
3523468,7/29/2019,9/1/2019,465,Dakhla,Algeria,Post-emergency,,49,42,,100,5,4,374,10870,8/1/2019,,,,,,,,
3523460,7/29/2019,9/1/2019,466,Layounne,Algeria,Post-emergency,,,13,,100,5,5,1275,25503,8/1/2019,,,,,,,,
3430911,7/29/2019,9/1/2019,467,Smara,Algeria,Post-emergency,,98,19,,100,5,5,1493,25389,8/1/2019,,,,,,,,
3155172,7/29/2019,9/1/2019,209,Lunda Norte,Angola,Post-emergency,,91,12,,,5,,922,20287,8/1/2019,,,,,,,,
3428597,7/29/2019,9/1/2019,625,Minawao,Cameroon,Post-emergency,500,1094,14,45,5,26,27,724,59401,8/1/2019,,,,,,,,
3303528,7/29/2019,9/1/2019,572,Amboko,Chad,Post-emergency,484,,25,83,83,6,6,1855,11134,8/1/2019,,,,,,,,
3303529,7/29/2019,9/1/2019,573,Amnabak,Chad,Post-emergency,,310,12,100,100,12,12,4585,22929,8/1/2019,,,,,,,,
3308430,7/29/2019,9/1/2019,4284,Beakoro,Chad,Post-emergency,1100,,10,,,18,18,99,199,8/1/2019,,,,,,,,
3308428,7/29/2019,9/1/2019,4282,Bekan,Chad,Post-emergency,1125,,10,,,41,46,675,3376,8/1/2019,,,,,,,,
3304286,7/29/2019,9/1/2019,4277,Bekourou,Chad,Post-emergency,722,,16,,,24,26,288,1444,8/1/2019,,,,,,,,
3303545,7/29/2019,9/1/2019,600,Belom,Chad,Post-emergency,539,,29,100,100,7,6,4631,23157,8/1/2019,,,,,,,,
3303530,7/29/2019,9/1/2019,574,Bredjing,Chad,Post-emergency,,269,14,100,100,11,10,4843,48439,8/1/2019,,,,,,,,
3303527,7/29/2019,9/1/2019,484,Dar Es Salam,Chad,Post-emergency,410,,30,100,100,21,20,2457,12287,8/1/2019,,,,,,,,
3304284,7/29/2019,9/1/2019,4275,Dembo,Chad,Post-emergency,791,,15,,,33,33,632,3163,8/1/2019,,,,,,,,
3308426,7/29/2019,9/1/2019,4280,Diba,Chad,Post-emergency,934,,12,,,12,12,747,3735,8/1/2019,,,,,,,,
3308425,7/29/2019,9/1/2019,4279,Dilingala,Chad,Post-emergency,770,,15,,,35,39,462,2311,8/1/2019,,,,,,,,
3303531,7/29/2019,9/1/2019,575,Djabal,Chad,Post-emergency,,111,20,83,83,10,9,4681,23407,8/1/2019,,,,,,,,
3303526,7/29/2019,9/1/2019,483,Doholo,Chad,Post-emergency,620,,28,82,82,6,5,1364,6822,8/1/2019,,,,,,,,
3303532,7/29/2019,9/1/2019,576,Dosseye,Chad,Post-emergency,407,,30,88,88,6,5,3252,16262,8/1/2019,,,,,,,,
3303533,7/29/2019,9/1/2019,577,Farchana,Chad,Post-emergency,,386,13,100,100,8,7,4298,30088,8/1/2019,,,,,,,,
3303535,7/29/2019,9/1/2019,578,Gaga,Chad,Post-emergency,,624,14,100,100,8,7,4367,26206,8/1/2019,,,,,,,,
3304287,7/29/2019,9/1/2019,4278,Gon,Chad,Post-emergency,938,,12,,,59,72,375,1875,8/1/2019,,,,,,,,
3303536,7/29/2019,9/1/2019,579,Gondje,Chad,Post-emergency,368,,33,100,100,7,7,1839,9199,8/1/2019,,,,,,,,
3303537,7/29/2019,9/1/2019,580,Goz Amer,Chad,Post-emergency,677,,18,85,85,9,8,5977,35866,8/1/2019,,,,,,,,
3303538,7/29/2019,9/1/2019,581,Iridimi,Chad,Post-emergency,,149,14,100,100,11,11,4100,20503,8/1/2019,,,,,,,,
3303524,7/29/2019,9/1/2019,482,Kerfi,Chad,Post-emergency,267,,40,100,100,5,5,445,1335,8/1/2019,,,,,,,,
3303539,7/29/2019,9/1/2019,582,Kounoungou,Chad,Post-emergency,,221,15,100,100,12,11,3894,19473,8/1/2019,,,,,,,,
3303540,7/29/2019,9/1/2019,583,Mile,Chad,Post-emergency,,157,14,100,100,14,14,4153,20768,8/1/2019,,,,,,,,
3303544,7/29/2019,9/1/2019,599,Moyo,Chad,Post-emergency,337,,42,100,100,6,5,1685,8428,8/1/2019,,,,,,,,
3303541,7/29/2019,9/1/2019,584,Oure Cassoni,Chad,Post-emergency,,203,18,100,100,8,8,6089,30449,8/1/2019,,,,,,,,
3304285,7/29/2019,9/1/2019,4276,Silambi,Chad,Post-emergency,,,0,,,13,13,,902,8/1/2019,,,,,,,,
3303542,7/29/2019,9/1/2019,585,Touloum,Chad,Post-emergency,,164,15,100,100,13,13,5103,25515,8/1/2019,,,,,,,,
3303543,7/29/2019,9/1/2019,586,Treguine,Chad,Post-emergency,946,,13,89,89,7,7,4256,25539,8/1/2019,,,,,,,,
3308427,7/29/2019,9/1/2019,4281,Vom,Chad,Post-emergency,629,,19,,,8,8,251,1257,8/1/2019,,,,,,,,
4052532,7/29/2019,9/1/2019,4285,Maicao,Colombia,Emergency,,,17,,,12,14,,350,8/1/2019,,,,,,,,
4187047,7/29/2019,9/1/2019,486,Bili,Democratic Republic of the Congo,Post-emergency,4771,,8,,,10,16,2385,9542,8/1/2019,,,,,,,,
4594461,7/29/2019,9/1/2019,660,Boyabo,Democratic Republic of the Congo,Post-emergency,594,,20,100,,29,35,4308,17234,8/1/2019,,,,,,,,
4187162,7/29/2019,9/1/2019,660,Boyabo,Democratic Republic of the Congo,Post-emergency,603,,19,100,,30,36,4375,17500,8/1/2019,,,,,,,,
4594462,7/29/2019,9/1/2019,657,Inke,Democratic Republic of the Congo,Post-emergency,698,,17,,,27,44,4535,18143,8/1/2019,,,,,,,,
4186940,7/29/2019,9/1/2019,657,Inke,Democratic Republic of the Congo,Post-emergency,693,,17,,,27,43,4507,18029,8/1/2019,,,,,,,,
4188912,7/29/2019,9/1/2019,658,Mole,Democratic Republic of the Congo,Post-emergency,4952,990,14,100,100,23,34,3714,14857,8/1/2019,,,,,,,,
4594463,7/29/2019,9/1/2019,658,Mole,Democratic Republic of the Congo,Post-emergency,4984,,14,100,100,23,34,3737,14951,8/1/2019,,,,,,,,
3794417,7/29/2019,9/1/2019,538,Adi Harush,Ethiopia,Post-emergency,,80,15,100,100,10,31,1175,15279,8/1/2019,,,,,,,,
3428945,7/29/2019,9/1/2019,539,Aysaita,Ethiopia,Post-emergency,,158,16,,100,28,71,4278,21392,8/1/2019,,,,,,,,
4794804,7/29/2019,9/1/2019,543,Bambasi,Ethiopia,Post-emergency,,50,14,100,100,5,6,1136,17041,8/1/2019,,,,,,,,
3428941,7/29/2019,9/1/2019,407,Barahle,Ethiopia,Post-emergency,,110,12,,100,23,41,1472,19143,8/1/2019,,,,,,,,
3375189,7/29/2019,9/1/2019,533,Bokolmanyo,Ethiopia,Post-emergency,,130,16,,100,39,43,716,42981,8/1/2019,,,,,,,,
3375193,7/29/2019,9/1/2019,541,Buramino,Ethiopia,Post-emergency,,116,15,,100,43,73,1625,42271,8/1/2019,,,,,,,,
3375188,7/29/2019,9/1/2019,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,91,18,,100,27,68,548,548,8/1/2019,,,,,,,,
3301329,7/29/2019,9/1/2019,527,Fugnido,Ethiopia,Post-emergency,,69,20,,100,11,37,748,40418,8/1/2019,,,,,,,,
3301325,7/29/2019,9/1/2019,497,Fugnido 2,Ethiopia,Post-emergency,,47,20,,100,11,17,435,8715,8/1/2019,,,,,,,,
4795466,7/29/2019,9/1/2019,3973,Gure-Shembola,Ethiopia,Post-emergency,,114,14,100,100,14,21,840,8400,8/1/2019,,,,,,,,
3375192,7/29/2019,9/1/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,17,,100,50,24,1671,51807,8/1/2019,,,,,,,,
3791351,7/29/2019,9/1/2019,435,Hitsats,Ethiopia,Post-emergency,6794,98,12,100,100,11,11,679,13588,8/1/2019,,,,,,,,
3301328,7/29/2019,9/1/2019,494,Jewi,Ethiopia,Post-emergency,,118,17,,100,9,26,899,53982,8/1/2019,,,,,,,,
3272122,7/29/2019,9/1/2019,530,Kebribeyah,Ethiopia,Post-emergency,,67,14,,,15,,,14532,8/1/2019,,,,,,,,
3375191,7/29/2019,9/1/2019,536,Kobe,Ethiopia,Post-emergency,,163,20,,100,20,28,804,48275,8/1/2019,,,,,,,,
3301327,7/29/2019,9/1/2019,450,Kule,Ethiopia,Post-emergency,,132,16,,100,12,85,541,42785,8/1/2019,,,,,,,,
3792660,7/29/2019,9/1/2019,534,Mai Aini,Ethiopia,Post-emergency,,98,12,100,100,9,25,874,15742,8/1/2019,,,,,,,,
3375190,7/29/2019,9/1/2019,535,Melkadida,Ethiopia,Post-emergency,,141,21,,100,18,28,579,34784,8/1/2019,,,,,,,,
3294072,7/29/2019,9/1/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,135,12,,100,15,16,574,81576,8/1/2019,,,,,,,,
3301331,7/29/2019,9/1/2019,544,Okugo,Ethiopia,Post-emergency,,83,21,,100,16,,461,10159,8/1/2019,,,,,,,,
4794796,7/29/2019,9/1/2019,525,Sherkole,Ethiopia,Post-emergency,,84,23,100,100,6,7,505,10109,8/1/2019,,,,,,,,
3792659,7/29/2019,9/1/2019,529,Shimelba,Ethiopia,Post-emergency,,95,20,100,100,7,20,463,7421,8/1/2019,,,,,,,,
3301333,7/29/2019,9/1/2019,546,Tierkidi,Ethiopia,Post-emergency,,189,12,,100,15,248,1074,59113,8/1/2019,,,,,,,,
4795185,7/29/2019,9/1/2019,540,Tongo,Ethiopia,Post-emergency,,161,19,100,100,7,4,503,10074,8/1/2019,,,,,,,,
4795326,7/29/2019,9/1/2019,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,91,21,100,100,6,6,609,12186,8/1/2019,,,,,,,,
3944021,7/29/2019,9/1/2019,445,Arbat,Iraq,Post-emergency,,4,128,100,100,4,4,1817,9088,8/1/2019,,,,,,,,
3428217,7/29/2019,9/1/2019,446,Basirma,Iraq,Post-emergency,,5,127,100,100,5,4,858,2575,8/1/2019,,,,,,,,
3545829,7/29/2019,9/1/2019,442,Kawergosk,Iraq,Post-emergency,,4,97,100,100,4,4,946,7575,8/1/2019,,,,,,,,
3632555,7/29/2019,9/1/2019,444,Qushtapa,Iraq,Post-emergency,,5,94,100,100,4,4,896,8071,8/1/2019,,,,,,,,
3483827,7/29/2019,9/1/2019,427,Azraq,Jordan,Post-emergency,,119,62,,100,11,82,,35728,8/1/2019,,,,,,,,
4387628,7/29/2019,9/1/2019,517,Kakuma,Kenya,Post-emergency,,106,19,,81,17,,3719,189692,8/1/2019,,,,,,,,
4277602,7/29/2019,9/1/2019,313,Dzaleka,Malawi,Post-emergency,999,70,6,,,8,13,147,42161,8/1/2019,,,,,,,,
3266305,7/29/2019,9/1/2019,4306,15 Avril,Republic of Congo,Post-emergency,200,,14,80,100,52,181,1334,4002,8/1/2019,,,,,,,,
3342469,7/29/2019,9/1/2019,686,Ajoung Thok,South Sudan,Post-emergency,500,70,22,,81,7,,315,39154,8/1/2019,,,,,,,,
3342470,7/29/2019,9/1/2019,3886,Pamir,South Sudan,Post-emergency,500,84,16,,79,10,,498,33865,8/1/2019,,,,,,,,
4053151,7/29/2019,9/1/2019,678,Yusuf Batil,South Sudan,Post-emergency,250,89,26,,100,13,,498,45906,8/1/2019,,,,,,,,
3832502,7/29/2019,9/1/2019,334,Mukjar,Sudan,Post-emergency,,,,,,,,,,8/1/2019,,,,,,,,
3935523,7/29/2019,9/1/2019,552,Adjumani,Uganda,Post-emergency,0,,15,95,79,8,,1162,204557,8/1/2019,,,,,,,,
3523333,7/29/2019,9/1/2019,549,Imvepi,Uganda,Post-emergency,300,154,5,100,70,4,4,535,61017,8/1/2019,,,,,,,,
3300727,7/29/2019,9/1/2019,554,Kyaka II,Uganda,Emergency,,,8,,,8,15,,103000,8/1/2019,,,,,,,,
3300755,7/29/2019,9/1/2019,558,Nakivale,Uganda,Post-emergency,876,564,18,,,5,17,341,86293,8/1/2019,,,,,,,,
3073452,7/29/2019,9/1/2019,454,Nyumanzi Reception Centre,Uganda,Post-emergency,,,,,,,,,,8/1/2019,,,,,,,,
3300791,7/29/2019,9/1/2019,555,Oruchinga,Uganda,Post-emergency,472,617,22,82,100,10,12,891,8027,8/1/2019,,,,,,,,
3712618,7/29/2019,9/1/2019,548,Rhino Camp,Uganda,Post-emergency,242,273,26,,88,7,16,817,110345,8/1/2019,,,,,,,,
3454820,7/29/2019,9/1/2019,4067,Mantapala,Zambia,Post-emergency,249,125,22,,,6,5,299,14950,8/1/2019,,,,,,,,
3523338,7/1/2019,7/28/2019,463,Auserd,Algeria,Post-emergency,,61,16,100,100,5,4,642,18638,7/1/2019,,,,,,,,
3523311,7/1/2019,7/28/2019,464,Boujdour,Algeria,Post-emergency,,,23,100,100,5,4,331,9601,7/1/2019,,,,,,,,
3523467,7/1/2019,7/28/2019,465,Dakhla,Algeria,Post-emergency,,49,35,,,5,4,374,10870,7/1/2019,,,,,,,,
3523459,7/1/2019,7/28/2019,466,Layounne,Algeria,Post-emergency,,,13,83,100,5,5,1275,25503,7/1/2019,,,,,,,,
3430910,7/1/2019,7/28/2019,467,Smara,Algeria,Post-emergency,,98,20,100,100,5,5,1493,25389,7/1/2019,,,,,,,,
2967854,7/1/2019,7/28/2019,569,Kutupalong,Bangladesh,Post-emergency,,,,,,,,,,7/1/2019,,,,,,,,
3069291,7/1/2019,7/28/2019,570,NayaparaRC,Bangladesh,Post-emergency,13,1,27,90,35,33,65,1625,26000,7/1/2019,,,,,,,,
3149816,7/1/2019,7/28/2019,610,Bwagiriza,Burundi,Post-emergency,,103,20,,,6,5,,9875,7/1/2019,,,,,,,,
3149818,7/1/2019,7/28/2019,607,Gasorgwe,Burundi,Post-emergency,,376,20,,,15,29,,7912,7/1/2019,,,,,,,,
3149817,7/1/2019,7/28/2019,611,Kavumu,Burundi,Post-emergency,,124,9,,,14,6,,18023,7/1/2019,,,,,,,,
3149820,7/1/2019,7/28/2019,609,Musasa,Burundi,Post-emergency,,98,14,,,36,48,,8487,7/1/2019,,,,,,,,
3260979,7/1/2019,7/28/2019,625,Minawao,Cameroon,Post-emergency,,,,,,,,,,7/1/2019,,,,,,,,
3260977,7/1/2019,7/28/2019,625,Minawao,Cameroon,Post-emergency,3,1,5,,94,25,27,714,58629,7/1/2019,,,,,,,,
3260974,7/1/2019,7/28/2019,625,Minawao,Cameroon,Post-emergency,3,1,14,,100,26,27,721,59124,7/1/2019,,,,,,,,
4052529,7/1/2019,7/28/2019,4285,Maicao,Colombia,Emergency,,,17,,,13,14,,350,7/1/2019,,,,,,,,
4188911,7/1/2019,7/28/2019,658,Mole,Democratic Republic of the Congo,Post-emergency,2476,531,19,100,100,23,34,3714,14857,7/1/2019,,,,,,,,
3109413,7/1/2019,7/28/2019,538,Adi Harush,Ethiopia,Post-emergency,,97,10,100,100,10,31,848,15279,7/1/2019,,,,,,,,
3109422,7/1/2019,7/28/2019,539,Aysaita,Ethiopia,Post-emergency,,145,17,100,100,26,59,3921,19605,7/1/2019,,,,,,,,
4790495,7/1/2019,7/28/2019,543,Bambasi,Ethiopia,Post-emergency,,50,18,100,100,5,7,1136,17041,7/1/2019,,,,,,,,
3109420,7/1/2019,7/28/2019,407,Barahle,Ethiopia,Post-emergency,,101,11,100,100,20,37,1332,17323,7/1/2019,,,,,,,,
3116828,7/1/2019,7/28/2019,533,Bokolmanyo,Ethiopia,Post-emergency,,130,15,,100,39,43,716,42981,7/1/2019,,,,,,,,
3116907,7/1/2019,7/28/2019,541,Buramino,Ethiopia,Post-emergency,,116,15,,100,43,73,1625,42271,7/1/2019,,,,,,,,
3116827,7/1/2019,7/28/2019,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,6,,,83,208,,1665,7/1/2019,,,,,,,,
3068148,7/1/2019,7/28/2019,527,Fugnido,Ethiopia,Post-emergency,,67,19,,100,11,36,738,39876,7/1/2019,,,,,,,,
3068146,7/1/2019,7/28/2019,497,Fugnido 2,Ethiopia,Post-emergency,,47,19,,100,11,17,435,8715,7/1/2019,,,,,,,,
4794795,7/1/2019,7/28/2019,3973,Gure-Shembola,Ethiopia,Post-emergency,,88,23,100,100,10,14,563,5630,7/1/2019,,,,,,,,
3116906,7/1/2019,7/28/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,17,,100,50,24,1671,51807,7/1/2019,,,,,,,,
3109419,7/1/2019,7/28/2019,435,Hitsats,Ethiopia,Post-emergency,,107,12,100,100,11,11,679,13588,7/1/2019,,,,,,,,
3068143,7/1/2019,7/28/2019,494,Jewi,Ethiopia,Post-emergency,,117,17,,100,9,26,892,53538,7/1/2019,,,,,,,,
