FORM ID,DATE START,DATE END,LOCATION ID,LOCATION NAME,COUNTRY NAME,EMERGENCY / POST-EMERGENCY,NUMBER OF PERSONS PER USABLE HANDPUMP / WELL / SPRING,NUMBER OF PERSONS PER USABLE WATER TAP,AVERAGE # LITERS OF POTABLE WATER AVAILABLE PER PERSON PER DAY,% WATER QUALITY TESTS AT NON CHLORINATED WATER COLLECTION LOCATIONS WITH 0 CFU/100ML,% OF WATER QUALITY TESTS AT CHLORINATED COLLECTION LOCATIONS WITH FRC IN THE RANGE 0.2-2MG/L AND TURBIDITY <5NTU5,NUMBER OF PERSONS PER TOILET/LATRINE,NUMBER OF PERSONS PER BATH SHELTER/SHOWER,NUMBER OF PERSONS PER HYGIENE PROMOTER,REFUGEE POPULATION,REPORTING PERIOD - MONTHLY INDICATOR,AVERAGE # L/P/D OF POTABLE WATER COLLECTED AT HOUSEHOLD LEVEL,% HOUSEHOLDS WITH AT LEAST 10 LITERS/PERSON POTABLE WATER STORAGE CAPACITY,% HOUSEHOLDS COLLECTING DRINKING WATER FROM PROTECTED/TREATED SOURCES,% HOUSEHOLDS WITH HOUSEHOLD TOILET/LATRINE,% HOUSEHOLDS REPORTING DEFECATING IN A TOILET,% HOUSEHOLDS WITH ACCESS TO SOAP,% HOUSEHOLDS WITH ACCESS TO SOLID WASTE DISPOSAL FACILITY,REPORTING PERIOD - ANNUAL INDICATOR
3116905,7/1/2019,7/28/2019,536,Kobe,Ethiopia,Post-emergency,,163,20,,100,20,28,804,48275,7/1/2019,,,,,,,,
3068142,7/1/2019,7/28/2019,450,Kule,Ethiopia,Post-emergency,,131,15,,100,12,26,539,42587,7/1/2019,,,,,,,,
3109417,7/1/2019,7/28/2019,534,Mai Aini,Ethiopia,Post-emergency,,97,11,100,100,9,0,,15742,7/1/2019,,,,,,,,
3116904,7/1/2019,7/28/2019,535,Melkadida,Ethiopia,Post-emergency,,141,20,,100,18,28,579,34784,7/1/2019,,,,,,,,
3067812,7/1/2019,7/28/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,135,11,,100,15,16,479,81091,7/1/2019,,,,,,,,
3068139,7/1/2019,7/28/2019,544,Okugo,Ethiopia,Post-emergency,,81,21,,100,16,,451,9929,7/1/2019,,,,,,,,
4186936,7/1/2019,7/28/2019,525,Sherkole,Ethiopia,Post-emergency,,80,18,100,100,7,7,505,10109,7/1/2019,,,,,,,,
3109418,7/1/2019,7/28/2019,529,Shimelba,Ethiopia,Post-emergency,,95,24,100,100,7,20,463,7421,7/1/2019,,,,,,,,
3068152,7/1/2019,7/28/2019,546,Tierkidi,Ethiopia,Post-emergency,,186,14,,100,15,244,1058,58242,7/1/2019,,,,,,,,
4789840,7/1/2019,7/28/2019,540,Tongo,Ethiopia,Post-emergency,,161,18,100,100,8,4,503,10074,7/1/2019,,,,,,,,
4794794,7/1/2019,7/28/2019,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,87,20,100,100,6,6,609,12186,7/1/2019,,,,,,,,
3260911,7/1/2019,7/28/2019,446,Basirma,Iraq,Post-emergency,,,122,100,100,5,4,878,2635,7/1/2019,,,,,,,,
3192688,7/1/2019,7/28/2019,442,Kawergosk,Iraq,Post-emergency,,,124,100,100,4,4,947,7582,7/1/2019,,,,,,,,
3257444,7/1/2019,7/28/2019,444,Qushtapa,Iraq,Post-emergency,,4,109,100,100,4,4,1001,8013,7/1/2019,,,,,,,,
3071836,7/1/2019,7/28/2019,518,Dagahaley,Kenya,Post-emergency,,91,27,69,99,7,,1894,75764,7/1/2019,,,,,,,,
3073906,7/1/2019,7/28/2019,519,Hagadera,Kenya,Post-emergency,,95,22,66,100,5,,1987,79511,7/1/2019,,,,,,,,
3073908,7/1/2019,7/28/2019,520,Ifo,Kenya,Post-emergency,,62,32,66,98,7,,1792,71695,7/1/2019,,,,,,,,
4387627,7/1/2019,7/28/2019,517,Kakuma,Kenya,Post-emergency,,105,19,,84,16,,4665,186622,7/1/2019,,,,,,,,
3117196,7/1/2019,7/28/2019,313,Dzaleka,Malawi,Post-emergency,925,69,7,,0,7,13,135,41110,7/1/2019,,,,,,,,
2362411,7/1/2019,7/28/2019,699,Beldangi,Nepal,Post-emergency,186,20,32,,,,,,5806,7/1/2019,,,,,,,,
3349978,7/1/2019,7/28/2019,4251,Adagom,Nigeria,Post-emergency,,,0,,,72,,,9233,7/1/2019,,,,,,,,
2949990,7/1/2019,7/28/2019,723,Malgagai,Pakistan,Post-emergency,8196,,0,,,10,,,8188,7/1/2019,,,,,,,,
3040419,7/1/2019,7/28/2019,4306,15 Avril,Republic of Congo,Post-emergency,202,,0,,100,49,,1921,3843,7/1/2019,,,,,,,,
3095057,7/1/2019,7/28/2019,626,Gihembe,Rwanda,Post-emergency,,56,18,,100,19,130,90,12569,7/1/2019,,,,,,,,
3094850,7/1/2019,7/28/2019,629,Kigeme,Rwanda,Post-emergency,,185,12,,,39,128,945,20793,7/1/2019,,,,,,,,
3094841,7/1/2019,7/28/2019,627,Kiziba,Rwanda,Post-emergency,,50,20,100,0,43,173,76,17008,7/1/2019,,,,,,,,
3095051,7/1/2019,7/28/2019,631,Mahama,Rwanda,Post-emergency,,77,19,100,100,17,17,509,61191,7/1/2019,,,,,,,,
3094960,7/1/2019,7/28/2019,630,Mugombwa,Rwanda,Post-emergency,,86,20,,100,24,38,872,10474,7/1/2019,,,,,,,,
3094845,7/1/2019,7/28/2019,628,Nyabiheke,Rwanda,Post-emergency,,96,16,,92,20,125,113,14303,7/1/2019,,,,,,,,
3272103,7/1/2019,7/28/2019,686,Ajoung Thok,South Sudan,Post-emergency,15,1,24,,89,7,,321,38862,7/1/2019,,,,,,,,
3272102,7/1/2019,7/28/2019,3886,Pamir,South Sudan,Post-emergency,13,1,17,,80,11,,494,33633,7/1/2019,,,,,,,,
3081875,7/1/2019,7/28/2019,549,Imvepi,Uganda,Post-emergency,5,1,20,50,68,4,4,515,59789,7/1/2019,,,,,,,,
3300728,7/1/2019,7/28/2019,554,Kyaka II,Uganda,Emergency,,,8,,,8,14,,95185,7/1/2019,,,,,,,,
3040779,7/1/2019,7/28/2019,558,Nakivale,Uganda,Post-emergency,3303,,18,,,6,11,9911,89207,7/1/2019,,,,,,,,
3040925,7/1/2019,7/28/2019,555,Oruchinga,Uganda,Post-emergency,427,559,24,94,100,9,11,2424,7272,7/1/2019,,,,,,,,
3292461,7/1/2019,7/28/2019,551,Palorinya,Uganda,Post-emergency,1,2,18,100,,8,,666,120638,7/1/2019,,,,,,,,
3082798,7/1/2019,7/28/2019,548,Rhino Camp,Uganda,Post-emergency,5,1,20,60,10,8,17,805,109556,7/1/2019,,,,,,,,
4188856,7/1/2019,7/28/2019,559,Rwamwanja,Uganda,Post-emergency,889,985,12,99,8,6,8,381,69372,7/1/2019,,,,,,,,
3523337,6/3/2019,6/30/2019,463,Auserd,Algeria,Post-emergency,,61,7,100,100,5,4,642,18638,6/1/2019,,,,,,,,
3523310,6/3/2019,6/30/2019,464,Boujdour,Algeria,Post-emergency,,,24,100,100,5,4,331,9601,6/1/2019,,,,,,,,
3523466,6/3/2019,6/30/2019,465,Dakhla,Algeria,Post-emergency,,49,43,,,5,4,374,10870,6/1/2019,,,,,,,,
3523458,6/3/2019,6/30/2019,466,Layounne,Algeria,Post-emergency,,,15,100,100,5,5,1275,25503,6/1/2019,,,,,,,,
3430909,6/3/2019,6/30/2019,467,Smara,Algeria,Post-emergency,,98,20,100,100,5,5,1493,25389,6/1/2019,,,,,,,,
4052528,6/3/2019,6/30/2019,4285,Maicao,Colombia,Emergency,,,17,,,12,14,,350,6/1/2019,,,,,,,,
3145062,6/3/2019,6/30/2019,491,#NAME?,Democratic Republic of the Congo,Post-emergency,,98,20,,27,16,23,1027,29799,6/1/2019,,,,,,,,
4190667,6/3/2019,6/30/2019,486,Bili,Democratic Republic of the Congo,Post-emergency,4771,1193,5,,,9,16,2385,9542,6/1/2019,,,,,,,,
4188908,6/3/2019,6/30/2019,660,Boyabo,Democratic Republic of the Congo,Post-emergency,614,,19,100,,29,35,4295,17182,6/1/2019,,,,,,,,
4188861,6/3/2019,6/30/2019,657,Inke,Democratic Republic of the Congo,Post-emergency,669,,17,,,32,45,4513,18054,6/1/2019,,,,,,,,
4188910,6/3/2019,6/30/2019,658,Mole,Democratic Republic of the Congo,Post-emergency,2476,531,19,100,100,23,34,3714,14857,6/1/2019,,,,,,,,
3145064,6/3/2019,6/30/2019,4246,Mulongué (Baraka),Democratic Republic of the Congo,Post-emergency,3,1,12,,32,8,8,515,7221,6/1/2019,,,,,,,,
2543399,6/3/2019,6/30/2019,538,Adi Harush,Ethiopia,Post-emergency,,79,13,100,100,10,31,898,15279,6/1/2019,,,,,,,,
2536325,6/3/2019,6/30/2019,531,Awbarre,Ethiopia,,,,,,,,,,,6/1/2019,,,,,,,,
2536297,6/3/2019,6/30/2019,531,Awbarre,Ethiopia,Post-emergency,,99,22,,33,21,,2230,11151,6/1/2019,,,,,,,,
3079392,6/3/2019,6/30/2019,539,Aysaita,Ethiopia,Post-emergency,,,35,100,100,27,64,3940,19701,6/1/2019,,,,,,,,
2541821,6/3/2019,6/30/2019,543,Bambasi,Ethiopia,Post-emergency,,51,15,100,100,6,6,1167,17516,6/1/2019,,,,,,,,
3079391,6/3/2019,6/30/2019,407,Barahle,Ethiopia,Post-emergency,,99,8,100,100,20,37,1332,17323,6/1/2019,,,,,,,,
2556596,6/3/2019,6/30/2019,533,Bokolmanyo,Ethiopia,Post-emergency,,130,17,,100,39,43,716,42981,6/1/2019,,,,,,,,
2558697,6/3/2019,6/30/2019,541,Buramino,Ethiopia,Post-emergency,,116,13,,100,43,73,1625,42271,6/1/2019,,,,,,,,
2559796,6/3/2019,6/30/2019,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,25,,,19,49,,394,6/1/2019,,,,,,,,
2599168,6/3/2019,6/30/2019,527,Fugnido,Ethiopia,Post-emergency,,67,19,0,100,11,36,730,39472,6/1/2019,,,,,,,,
2599199,6/3/2019,6/30/2019,497,Fugnido 2,Ethiopia,Post-emergency,,46,20,,100,11,17,431,8625,6/1/2019,,,,,,,,
2541823,6/3/2019,6/30/2019,3973,Gure-Shembola,Ethiopia,Post-emergency,,108,12,100,100,13,18,1032,7229,6/1/2019,,,,,,,,
2558692,6/3/2019,6/30/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,17,,100,50,24,1671,51807,6/1/2019,,,,,,,,
2543395,6/3/2019,6/30/2019,435,Hitsats,Ethiopia,Post-emergency,,98,10,100,100,10,11,754,13588,6/1/2019,,,,,,,,
2599165,6/3/2019,6/30/2019,494,Jewi,Ethiopia,Post-emergency,,112,18,,100,9,25,856,51409,6/1/2019,,,,,,,,
2524752,6/3/2019,6/30/2019,530,Kebribeyah,Ethiopia,Post-emergency,,630,12,,50,8,,2809,14047,6/1/2019,,,,,,,,
2558357,6/3/2019,6/30/2019,536,Kobe,Ethiopia,Post-emergency,,163,19,,100,20,28,804,48275,6/1/2019,,,,,,,,
2599163,6/3/2019,6/30/2019,450,Kule,Ethiopia,Post-emergency,,130,18,,100,12,26,535,42313,6/1/2019,,,,,,,,
2543398,6/3/2019,6/30/2019,534,Mai Aini,Ethiopia,Post-emergency,,97,14,100,100,9,25,828,15742,6/1/2019,,,,,,,,
2557593,6/3/2019,6/30/2019,535,Melkadida,Ethiopia,Post-emergency,,141,20,,100,18,28,579,34784,6/1/2019,,,,,,,,
2599170,6/3/2019,6/30/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,134,11,,100,16,16,475,80781,6/1/2019,,,,,,,,
2599189,6/3/2019,6/30/2019,544,Okugo,Ethiopia,Post-emergency,,73,20,,100,27,,442,9735,6/1/2019,,,,,,,,
2536326,6/3/2019,6/30/2019,532,Sheder,Ethiopia,Post-emergency,,86,6,,17,12,,2000,10002,6/1/2019,,,,,,,,
2541816,6/3/2019,6/30/2019,525,Sherkole,Ethiopia,Post-emergency,,90,20,100,100,7,7,550,11017,6/1/2019,,,,,,,,
2543396,6/3/2019,6/30/2019,529,Shimelba,Ethiopia,Post-emergency,,95,18,100,100,6,20,463,7421,6/1/2019,,,,,,,,
2599172,6/3/2019,6/30/2019,546,Tierkidi,Ethiopia,Post-emergency,,163,12,,100,13,213,925,50877,6/1/2019,,,,,,,,
2541818,6/3/2019,6/30/2019,540,Tongo,Ethiopia,Post-emergency,,176,18,100,100,9,5,610,12219,6/1/2019,,,,,,,,
2541822,6/3/2019,6/30/2019,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,43,21,100,100,7,7,653,13076,6/1/2019,,,,,,,,
2360515,6/3/2019,6/30/2019,445,Arbat,Iraq,Post-emergency,,4,124,100,100,4,4,1801,9005,6/1/2019,,,,,,,,
3258371,6/3/2019,6/30/2019,446,Basirma,Iraq,Post-emergency,,,113,100,100,5,4,882,2647,6/1/2019,,,,,,,,
3192685,6/3/2019,6/30/2019,442,Kawergosk,Iraq,Post-emergency,,4,119,100,100,4,4,947,7577,6/1/2019,,,,,,,,
3159704,6/3/2019,6/30/2019,444,Qushtapa,Iraq,Post-emergency,,4,110,100,100,4,4,993,7950,6/1/2019,,,,,,,,
3073911,6/3/2019,6/30/2019,518,Dagahaley,Kenya,Post-emergency,,90,27,72,100,7,,1885,75415,6/1/2019,,,,,,,,
3073913,6/3/2019,6/30/2019,519,Hagadera,Kenya,Post-emergency,,95,23,59,100,5,,1989,79560,6/1/2019,,,,,,,,
3073932,6/3/2019,6/30/2019,520,Ifo,Kenya,Post-emergency,,61,29,72,100,7,,1769,70799,6/1/2019,,,,,,,,
4387619,6/3/2019,6/30/2019,517,Kakuma,Kenya,Post-emergency,,106,19,,100,16,,3659,186622,6/1/2019,,,,,,,,
2558351,6/3/2019,6/30/2019,313,Dzaleka,Malawi,Post-emergency,1,10,7,,,7,13,130,39770,6/1/2019,,,,,,,,
3349977,6/3/2019,6/30/2019,4251,Adagom,Nigeria,Post-emergency,,,0,,100,72,,,9198,6/1/2019,,,,,,,,
2876579,6/3/2019,6/30/2019,4308,Bouemba,Republic of Congo,Emergency,,,14,,,20,20,,1358,6/1/2019,,,,,,,,
2876584,6/3/2019,6/30/2019,4307,Ikpembele,Republic of Congo,Post-emergency,312,,12,,73,110,94,,1316,6/1/2019,,,,,,,,
3095056,6/3/2019,6/30/2019,626,Gihembe,Rwanda,Post-emergency,,58,20,,100,20,134,99,12957,6/1/2019,,,,,,,,
3094853,6/3/2019,6/30/2019,629,Kigeme,Rwanda,Post-emergency,,187,12,100,100,39,129,955,21030,6/1/2019,,,,,,,,
3094844,6/3/2019,6/30/2019,627,Kiziba,Rwanda,Post-emergency,,50,20,,67,43,174,76,17055,6/1/2019,,,,,,,,
3095050,6/3/2019,6/30/2019,631,Mahama,Rwanda,Post-emergency,,76,19,100,100,17,17,504,60504,6/1/2019,,,,,,,,
3094962,6/3/2019,6/30/2019,630,Mugombwa,Rwanda,Post-emergency,,86,20,,100,24,38,869,10435,6/1/2019,,,,,,,,
3094847,6/3/2019,6/30/2019,628,Nyabiheke,Rwanda,Post-emergency,,96,16,,98,20,125,113,14289,6/1/2019,,,,,,,,
2371301,6/3/2019,6/30/2019,686,Ajoung Thok,South Sudan,Post-emergency,11,1,25,,86,7,,319,38640,6/1/2019,,,,,,,,
2561314,6/3/2019,6/30/2019,680,Doro,South Sudan,Post-emergency,14,1,19,,100,16,,503,60916,6/1/2019,,,,,,,,
2601894,6/3/2019,6/30/2019,680,Doro,South Sudan,Post-emergency,14,1,21,,100,16,,503,60916,6/1/2019,,,,,,,,
2601897,6/3/2019,6/30/2019,681,Gendrassa,South Sudan,Post-emergency,250,103,25,,100,8,,501,17535,6/1/2019,,,,,,,,
2561362,6/3/2019,6/30/2019,681,Gendrassa,South Sudan,Post-emergency,4,1,21,,100,8,,501,17535,6/1/2019,,,,,,,,
2561364,6/3/2019,6/30/2019,682,Kaya,South Sudan,Post-emergency,,1,33,,100,13,,505,23238,6/1/2019,,,,,,,,
3272098,6/3/2019,6/30/2019,3886,Pamir,South Sudan,Post-emergency,13,1,17,,71,11,,492,33483,6/1/2019,,,,,,,,
2561310,6/3/2019,6/30/2019,678,Yusuf Batil,South Sudan,Post-emergency,26,1,26,,100,13,,497,45763,6/1/2019,,,,,,,,
2601863,6/3/2019,6/30/2019,678,Yusuf Batil,South Sudan,Post-emergency,26,1,21,,100,13,,502,45763,6/1/2019,,,,,,,,
2540289,6/3/2019,6/30/2019,557,Ikafe,Uganda,Post-emergency,1850,194,17,,100,8,8,888,223939,6/1/2019,,,,,,,,
2367825,6/3/2019,6/30/2019,554,Kyaka II,Uganda,Emergency,,,8,,,8,14,,94567,6/1/2019,,,,,,,,
2385046,6/3/2019,6/30/2019,558,Nakivale,Uganda,Post-emergency,3303,825,17,89,98,6,11,9911,89207,6/1/2019,,,,,,,,
2500026,6/3/2019,6/30/2019,555,Oruchinga,Uganda,Post-emergency,472,617,22,94,100,10,13,891,8027,6/1/2019,,,,,,,,
2845364,6/3/2019,6/30/2019,551,Palorinya,Uganda,Post-emergency,1,2,8,,,8,7,656,118773,6/1/2019,,,,,,,,
4188858,6/3/2019,6/30/2019,559,Rwamwanja,Uganda,Post-emergency,900,973,12,99,8,6,8,376,68492,6/1/2019,,,,,,,,
2569486,6/3/2019,6/30/2019,365,Tongogara,Zimbabwe,Emergency,,,11,,,8,,,13009,6/1/2019,,,,,,,,
3523336,4/29/2019,6/2/2019,463,Auserd,Algeria,Post-emergency,,61,17,100,100,5,4,642,18638,5/1/2019,,,,,,,,
3523309,4/29/2019,6/2/2019,464,Boujdour,Algeria,Post-emergency,,,23,100,100,5,4,331,9601,5/1/2019,,,,,,,,
3523465,4/29/2019,6/2/2019,465,Dakhla,Algeria,Post-emergency,,49,37,100,100,5,4,374,10870,5/1/2019,,,,,,,,
3523457,4/29/2019,6/2/2019,466,Layounne,Algeria,Post-emergency,,,12,100,100,5,5,1275,25503,5/1/2019,,,,,,,,
3430908,4/29/2019,6/2/2019,467,Smara,Algeria,Post-emergency,,98,10,100,100,5,5,1493,25389,5/1/2019,,,,,,,,
3264673,4/29/2019,6/2/2019,625,Minawao,Cameroon,Post-emergency,3,1,5,82,100,26,27,711,58315,5/1/2019,,,,,,,,
3266277,4/29/2019,6/2/2019,625,Minawao,Cameroon,Post-emergency,3,1,11,,41,26,27,711,58315,5/1/2019,,,,,,,,
3270162,4/29/2019,6/2/2019,625,Minawao,Cameroon,Post-emergency,3,1,10,,67,26,27,711,58315,5/1/2019,,,,,,,,
4052527,4/29/2019,6/2/2019,4285,Maicao,Colombia,Emergency,,,14,,,12,14,,350,5/1/2019,,,,,,,,
3114916,4/29/2019,6/2/2019,491,#NAME?,Democratic Republic of the Congo,Post-emergency,,98,21,,27,16,23,1021,29609,5/1/2019,,,,,,,,
4190666,4/29/2019,6/2/2019,486,Bili,Democratic Republic of the Congo,Post-emergency,4771,1193,6,,,9,16,2385,9542,5/1/2019,,,,,,,,
4188907,4/29/2019,6/2/2019,660,Boyabo,Democratic Republic of the Congo,Post-emergency,614,,19,100,,29,35,4295,17182,5/1/2019,,,,,,,,
4188852,4/29/2019,6/2/2019,657,Inke,Democratic Republic of the Congo,Post-emergency,901,,13,,,31,45,4507,18029,5/1/2019,,,,,,,,
4188909,4/29/2019,6/2/2019,658,Mole,Democratic Republic of the Congo,Post-emergency,4952,531,13,100,100,23,34,3714,14857,5/1/2019,,,,,,,,
3145063,4/29/2019,6/2/2019,4246,Mulongué (Baraka),Democratic Republic of the Congo,Post-emergency,3,1,13,,28,7,8,485,6791,5/1/2019,,,,,,,,
2543389,4/29/2019,6/2/2019,538,Adi Harush,Ethiopia,Post-emergency,,88,15,100,100,11,35,850,17000,5/1/2019,,,,,,,,
2536340,4/29/2019,6/2/2019,531,Awbarre,Ethiopia,Post-emergency,,104,20,,50,22,,2378,11894,5/1/2019,,,,,,,,
3079388,4/29/2019,6/2/2019,539,Aysaita,Ethiopia,Post-emergency,,141,17,100,100,26,67,3810,19050,5/1/2019,,,,,,,,
2541812,4/29/2019,6/2/2019,543,Bambasi,Ethiopia,Post-emergency,,,15,,100,6,6,1167,17516,5/1/2019,,,,,,,,
3079386,4/29/2019,6/2/2019,407,Barahle,Ethiopia,Post-emergency,,99,8,100,100,20,37,1154,17323,5/1/2019,,,,,,,,
2556597,4/29/2019,6/2/2019,533,Bokolmanyo,Ethiopia,Post-emergency,,130,17,,100,39,43,716,42981,5/1/2019,,,,,,,,
2558696,4/29/2019,6/2/2019,541,Buramino,Ethiopia,Post-emergency,,116,13,,100,43,73,1625,42271,5/1/2019,,,,,,,,
2559795,4/29/2019,6/2/2019,429,Dollo Ado Transit Centre,Ethiopia,Emergency,,,18,,,27,69,,554,5/1/2019,,,,,,,,
2304745,4/29/2019,6/2/2019,527,Fugnido,Ethiopia,Post-emergency,,67,19,,100,11,36,730,39472,5/1/2019,,,,,,,,
2304747,4/29/2019,6/2/2019,497,Fugnido 2,Ethiopia,Post-emergency,,46,20,,100,11,6,431,8625,5/1/2019,,,,,,,,
2541815,4/29/2019,6/2/2019,3973,Gure-Shembola,Ethiopia,Post-emergency,,936,17,100,100,11,18,803,7229,5/1/2019,,,,,,,,
2558691,4/29/2019,6/2/2019,537,Hilaweyn,Ethiopia,Post-emergency,,148,17,,100,50,24,1671,51807,5/1/2019,,,,,,,,
2543386,4/29/2019,6/2/2019,435,Hitsats,Ethiopia,Post-emergency,,98,8,100,100,10,10,681,13637,5/1/2019,,,,,,,,
2295189,4/29/2019,6/2/2019,494,Jewi,Ethiopia,Post-emergency,,112,18,,100,9,25,856,51409,5/1/2019,,,,,,,,
2558356,4/29/2019,6/2/2019,536,Kobe,Ethiopia,Post-emergency,,163,17,,100,20,28,804,48275,5/1/2019,,,,,,,,
2543388,4/29/2019,6/2/2019,534,Mai Aini,Ethiopia,Post-emergency,,93,16,100,100,9,25,749,15742,5/1/2019,,,,,,,,
2557500,4/29/2019,6/2/2019,535,Melkadida,Ethiopia,Post-emergency,,142,21,,100,17,28,579,34784,5/1/2019,,,,,,,,
2295191,4/29/2019,6/2/2019,4015,Ngueyyiel,Ethiopia,Post-emergency,,,10,,100,16,16,475,80781,5/1/2019,,,,,,,,
2295193,4/29/2019,6/2/2019,544,Okugo,Ethiopia,Post-emergency,,73,20,,100,27,,442,9735,5/1/2019,,,,,,,,
2536511,4/29/2019,6/2/2019,532,Sheder,Ethiopia,Post-emergency,,90,20,,29,14,,2178,10893,5/1/2019,,,,,,,,
2541809,4/29/2019,6/2/2019,525,Sherkole,Ethiopia,Post-emergency,,93,23,100,100,7,5,612,11017,5/1/2019,,,,,,,,
2543387,4/29/2019,6/2/2019,529,Shimelba,Ethiopia,Post-emergency,,95,20,100,100,6,20,463,7421,5/1/2019,,,,,,,,
2295196,4/29/2019,6/2/2019,546,Tierkidi,Ethiopia,Post-emergency,,146,11,,100,13,213,942,50877,5/1/2019,,,,,,,,
2541810,4/29/2019,6/2/2019,540,Tongo,Ethiopia,Post-emergency,,176,16,100,100,9,5,939,12219,5/1/2019,,,,,,,,
2541813,4/29/2019,6/2/2019,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,,96,21,100,100,7,7,653,13076,5/1/2019,,,,,,,,
2399675,4/29/2019,6/2/2019,445,Arbat,Iraq,Post-emergency,,4,110,100,100,4,4,,9000,5/1/2019,,,,,,,,
2825586,4/29/2019,6/2/2019,446,Basirma,Iraq,Post-emergency,,5,90,100,100,5,4,952,2857,5/1/2019,,,,,,,,
2602183,4/29/2019,6/2/2019,442,Kawergosk,Iraq,Post-emergency,,4,93,100,100,4,4,979,7839,5/1/2019,,,,,,,,
